file,label,entropy,laplacian_variance,hf_energy_ratio,spectral_slope,noise_entropy,gradient_variance,edge_density,color_uniformity,saturation_mean,dct_energy_ratio
000000109798.png,0,7.777841,608.169587,0.01005,4.241366,4.425511,10211.189897,0.085785,72.991785,0.417096,0.00013
000000109827.png,0,7.816911,3564.538641,0.031153,3.183137,5.769775,18600.402522,0.22813,56.458851,0.556037,0.000334
000000109900.png,0,7.645785,2841.175484,0.018015,2.630961,5.321477,12974.542486,0.164146,48.424203,0.490195,0.000802
000000109916.png,0,7.749954,378.891556,0.006407,3.739762,4.34094,6754.947209,0.053917,57.803661,0.448259,0.000235
000000109976.png,0,6.707828,204.173916,0.003183,3.591833,3.754658,2886.544612,0.037064,25.485589,0.02694,0.000121
000000109992.png,0,6.879627,429.566746,0.007354,3.738925,4.914776,5191.554751,0.065727,62.182303,0.158304,3e-05
000000110042.png,0,7.513342,1937.542772,0.019584,3.226145,5.408803,12981.335267,0.15831,55.069195,0.327611,0.000486
000000110211.png,0,7.484427,1087.318789,0.013684,4.111614,5.803762,9106.156078,0.197247,39.156178,0.448762,5.6e-05
000000110282.png,0,5.96232,1708.273294,0.008026,3.178584,3.971774,10914.473461,0.120052,90.099638,0.326857,8.1e-05
000000110359.png,0,6.55285,56.884198,0.000587,3.832254,2.050019,1217.098128,0.006271,29.533981,0.392487,3e-05
000000110449.png,0,7.249593,67.995622,0.005589,4.285889,3.687426,2292.903979,0.024342,58.201925,0.478573,6e-06
000000110638.png,0,7.574635,682.458538,0.00623,3.417726,5.360329,4742.616625,0.071968,62.364526,0.406344,0.000359
000000110721.png,0,7.886099,1751.471664,0.013823,3.322939,4.959654,12290.393779,0.108261,66.251234,0.148053,0.000677
000000110784.png,0,7.689066,1250.070001,0.017259,3.676176,5.056429,15299.730765,0.083221,70.635698,0.253891,0.000148
000000110884.png,0,7.232141,667.228809,0.009828,3.562542,3.859669,13957.443359,0.03793,81.283019,0.538717,7.5e-05
000000110972.png,0,6.675811,1407.056821,0.064686,2.802668,4.008881,9562.303608,0.086517,38.358286,0.412322,0.00057
000000110999.png,0,6.31999,267.895377,0.031317,3.959335,4.062032,3263.764413,0.044178,31.15593,0.85329,0.000313
000000111036.png,0,7.177274,1092.857999,0.038995,3.453324,4.39468,10489.242946,0.067436,40.467718,0.373391,0.000113
000000111086.png,0,7.399395,1187.387015,0.019587,4.139937,4.987321,21463.043073,0.106979,84.549562,0.386133,0.000205
000000111179.png,0,6.780405,1451.762401,0.013155,2.967112,4.457468,12825.465508,0.092258,40.801964,0.356384,0.000673
000000111207.png,0,7.395358,1143.445499,0.025309,3.331737,4.427703,12178.723584,0.074146,57.134289,0.242589,0.000159
000000111609.png,0,7.63215,810.413729,0.008079,3.343419,5.432473,6392.757798,0.107967,47.234228,0.287483,0.000215
000000111951.png,0,7.063133,387.062796,0.005516,3.644894,4.678394,4835.244128,0.056705,31.015604,0.893302,2.9e-05
000000112110.png,0,7.186379,1567.614222,0.017363,2.2776,5.447261,3137.211588,0.071892,38.321741,0.213524,0.001672
000000112298.png,0,7.00171,717.257826,0.00758,2.846207,4.028142,5106.379666,0.041409,52.1704,0.0,0.000673
000000112378.png,0,7.803062,6895.465461,0.045396,2.555763,6.066591,20612.697525,0.229393,59.13046,0.359732,0.004665
000000112626.png,0,7.375979,415.648344,0.006068,3.550087,3.833174,4658.808594,0.045288,48.061116,0.202594,0.000104
000000112634.png,0,7.567537,1483.841017,0.019732,3.398384,5.393573,12915.484743,0.141792,60.455129,0.264861,0.000179
000000112798.png,0,7.409208,593.373147,0.010588,4.19496,4.54347,7591.658026,0.096615,81.830132,0.278578,0.00055
000000112997.png,0,7.596139,1318.839903,0.013043,2.819505,4.271188,6854.478629,0.066738,55.69189,0.303385,0.002372
000000113051.png,0,6.573498,731.976644,0.025607,3.319782,3.825942,9133.916483,0.048698,61.464265,0.305364,0.000751
000000113235.png,0,7.849647,3106.064029,0.020487,2.568858,5.473389,9915.834885,0.173794,56.853435,0.382676,0.000699
000000113354.png,0,7.674075,3763.388513,0.035031,2.735847,5.855901,16266.68198,0.222141,45.530224,0.244661,0.001341
000000113403.png,0,7.604674,844.057773,0.007057,3.307788,4.842607,6225.053691,0.093975,48.707694,0.427752,0.000825
000000113589.png,0,7.545958,885.962357,0.005706,2.942719,4.923626,5109.84911,0.086941,44.258859,0.511855,0.000542
000000113720.png,0,7.592144,379.960031,0.006455,3.887942,4.901814,6022.689804,0.087498,55.715781,0.485942,0.000532
000000113867.png,0,7.446789,2358.460428,0.023631,2.705831,5.715039,10033.921216,0.163609,62.383813,0.242645,0.000985
000000114049.png,0,7.420949,1029.405198,0.027454,3.875777,4.666251,16482.643372,0.11401,54.25093,0.281277,0.000693
000000114770.png,0,7.531092,827.166274,0.015305,3.781758,5.071544,9785.075573,0.105915,40.664711,0.180988,0.000358
000000114871.png,0,6.640315,80.12455,0.000698,3.794187,3.882167,1386.190433,0.015759,28.572988,0.266084,1.9e-05
000000114884.png,0,7.222396,2022.547537,0.023283,4.020976,5.541425,31110.837567,0.139957,44.747146,0.173859,9e-06
000000114907.png,0,7.831606,1170.844391,0.018305,3.723637,5.165011,14478.974212,0.135502,60.221892,0.194867,0.000416
000000115118.png,0,7.575756,5589.667925,0.084073,2.833953,6.430963,24322.659851,0.260109,35.533689,0.243417,0.001363
000000115245.png,0,7.422143,792.338205,0.009573,3.443023,4.675925,11274.164906,0.067371,81.513526,0.325959,0.000379
000000115870.png,0,7.735699,1377.075256,0.018939,3.418662,5.146056,12465.625594,0.121006,57.064879,0.322846,0.001364
000000115885.png,0,7.509809,303.568135,0.007018,4.214088,4.548187,5977.027217,0.049187,60.545479,0.173226,2.1e-05
000000115898.png,0,7.858853,1606.227021,0.012021,3.30919,5.51926,8276.395332,0.194054,60.193357,0.118451,0.00066
000000115946.png,0,7.412896,1866.017241,0.012134,3.090801,4.989516,13388.604645,0.129025,64.145494,0.187877,2.5e-05
000000116068.png,0,7.672262,687.781317,0.006681,3.927251,4.376535,7487.328278,0.087616,61.955843,0.219959,6.1e-05
000000116206.png,0,7.652265,578.925025,0.006844,3.059827,4.724459,3687.137255,0.067825,53.413646,0.334862,9.4e-05
000000116208.png,0,7.790207,2180.323022,0.027209,3.096967,5.277885,16430.334406,0.162418,51.280634,0.379403,0.001562
000000116362.png,0,7.193815,312.433155,0.003544,3.878137,4.348131,5804.269782,0.041405,63.925627,0.353862,3e-05
000000116439.png,0,7.582991,2094.564412,0.04614,3.373787,5.638792,16148.198967,0.175064,50.104512,0.40675,0.000664
000000116479.png,0,7.534345,559.586989,0.012645,3.75822,5.280663,5730.052862,0.083458,43.722241,0.487116,0.000137
000000116589.png,0,7.850147,1142.063052,0.027791,4.352383,5.517006,22111.515216,0.128876,47.724649,0.147827,6.9e-05
000000116825.png,0,7.83805,146.667619,0.002414,4.146066,3.44272,2995.452546,0.026836,68.986321,0.225941,2e-06
000000117197.png,0,7.636173,3672.334877,0.031236,2.709844,5.513444,18294.093953,0.162899,45.3866,0.290835,0.010765
000000117374.png,0,7.589927,3679.013492,0.022176,2.731907,6.134758,9294.312114,0.266003,37.957851,0.33281,0.001022
000000117425.png,0,7.622708,666.364168,0.010152,3.463994,4.236813,5713.138571,0.072159,52.983352,0.483752,0.000142
000000117492.png,0,7.453087,1389.651855,0.032084,3.286559,5.231061,9314.321074,0.145573,44.383578,0.435048,0.000472
000000117525.png,0,7.38333,693.398695,0.013645,3.355958,5.126927,5795.863383,0.095463,48.440062,0.340967,0.000121
000000117645.png,0,5.148014,59.700752,0.000618,3.093366,3.428664,487.73752,0.00507,12.728545,0.085758,6e-06
000000117719.png,0,6.636994,1305.684111,0.065878,3.509663,4.693648,17876.093218,0.103176,43.779684,0.510323,0.004489
000000117744.png,0,7.704347,523.994593,0.011029,4.274428,5.293176,9415.691561,0.129288,54.520621,0.146319,7e-06
000000117908.png,0,7.617518,166.005915,0.00472,4.410593,4.730489,4381.059115,0.047344,53.518091,0.555697,9e-06
000000117914.png,0,7.179853,573.123108,0.005067,4.271246,4.599167,9197.199542,0.101303,41.746492,0.177226,2.9e-05
000000118209.png,0,6.789459,2506.574668,0.014806,2.725851,5.411802,10646.855162,0.166836,69.198676,0.275343,0.000851
000000118367.png,0,7.642833,420.687785,0.007334,3.599715,4.301675,4554.531162,0.052891,52.025394,0.28136,0.000427
000000118405.png,0,7.62419,5153.107693,0.03979,2.399793,5.07183,21747.650374,0.135437,48.484486,0.391187,0.000159
000000118515.png,0,7.361971,615.181368,0.014289,4.322912,5.939573,5998.58666,0.196274,35.578653,0.235669,1.7e-05
000000118594.png,0,7.293511,793.156909,0.006095,3.286238,5.800095,4356.847079,0.107063,38.532725,0.270031,9.7e-05
000000118921.png,0,7.106028,3337.895525,0.018607,3.18197,5.14669,25164.662785,0.139931,60.130873,0.147694,0.000384
000000119038.png,0,7.654001,4299.548447,0.021408,2.152814,4.976386,11147.076674,0.178467,54.98419,0.373614,0.003088
000000119088.png,0,6.282616,386.283193,0.006959,3.85435,5.111338,4184.310573,0.077877,22.499119,0.100169,5.4e-05
000000119233.png,0,7.411534,273.663441,0.011682,4.549262,4.55527,7470.378247,0.059738,55.706156,0.48187,3.4e-05
ai_00000.png,1,7.6734,2558.757993,0.025547,2.461073,5.521808,10678.073387,0.192505,62.74344,0.456411,0.001607
ai_00001.png,1,7.76388,1979.076219,0.026186,2.971187,5.645139,17084.417153,0.166569,59.526557,0.169536,3.5e-05
ai_00002.png,1,7.881174,539.976951,0.004213,3.003932,3.873184,4480.70615,0.048763,66.459904,0.312891,2e-05
ai_00003.png,1,7.862359,155.496119,0.003172,3.616125,3.931913,3887.406287,0.033512,69.048876,0.357067,9.2e-05
ai_00004.png,1,7.624652,1124.366438,0.009795,2.565551,4.154294,4110.139083,0.061531,47.540123,0.506589,0.000455
ai_00005.png,1,7.783009,924.755744,0.012472,3.0159,4.60814,7543.88881,0.102665,62.402366,0.249409,6e-06
ai_00006.png,1,7.765323,488.47879,0.011543,3.574472,4.751077,9507.103674,0.082233,57.128349,0.489895,0.000118
ai_00007.png,1,7.832695,1379.656376,0.019579,2.925095,5.404163,9834.120075,0.190777,60.174344,0.426392,6.4e-05
ai_00008.png,1,7.889399,1246.41052,0.008889,2.832434,4.791315,7556.273897,0.11031,66.390334,0.434393,9.3e-05
ai_00009.png,1,7.735071,1781.443593,0.013981,2.745588,4.564135,12751.427769,0.08046,76.15574,0.241378,0.000513
ai_00010.png,1,7.297885,1013.060984,0.011314,3.08173,4.419469,12169.948799,0.08696,71.748527,0.370995,8.8e-05
ai_00011.png,1,7.788177,2997.065003,0.021017,2.383844,5.682699,10249.648713,0.179394,55.469729,0.426656,0.000734
ai_00012.png,1,7.710571,863.028072,0.011542,3.024696,5.292216,7139.155031,0.12933,64.807259,0.456339,6.6e-05
ai_00013.png,1,7.782832,1717.136379,0.024383,2.865172,5.47074,11598.531819,0.164108,51.285574,0.331955,0.000538
ai_00014.png,1,7.728707,1884.627368,0.030073,3.058984,5.485272,16155.182003,0.139309,58.831336,0.060845,0.000217
ai_00015.png,1,7.654392,443.563713,0.004924,3.557693,4.371447,9170.624384,0.06982,73.166279,0.390707,0.000157
ai_00016.png,1,7.616184,2330.616922,0.021082,2.929891,5.574671,19234.470772,0.170242,66.971514,0.040968,0.000201
ai_00017.png,1,7.362622,4060.459674,0.029686,2.507224,4.944162,21684.211816,0.1413,66.484207,0.358616,5.7e-05
ai_00018.png,1,7.503593,2966.563601,0.021298,2.346087,5.439807,12686.508174,0.130604,57.536768,0.307205,0.002275
ai_00019.png,1,7.350189,1614.649818,0.010859,2.542687,4.817958,9332.382703,0.074638,67.232248,0.230514,0.000488
ai_00020.png,1,7.057705,2402.534509,0.014781,2.319056,5.149726,8957.5772,0.120796,75.634999,0.349421,0.0041
ai_00021.png,1,7.806358,150.261694,0.004104,3.766206,3.844186,6759.171682,0.04406,65.214503,0.482526,0.000358
ai_00022.png,1,7.290949,2001.37914,0.013948,2.296508,4.210902,9545.948632,0.066193,40.140012,0.43304,0.001607
ai_00023.png,1,7.33158,779.341832,0.009576,3.461908,4.155574,14828.527916,0.076729,63.429353,0.255794,0.00017
ai_00024.png,1,7.633887,689.269123,0.014976,3.39374,5.111198,11247.587179,0.103642,61.436689,0.29311,3e-05
ai_00025.png,1,7.625171,1728.92091,0.013281,2.746385,5.3896,11624.173388,0.121002,65.079588,0.320986,0.001151
ai_00026.png,1,7.432087,5413.207912,0.044813,2.162975,6.345955,13068.93492,0.252285,42.655006,0.235622,0.003979
ai_00027.png,1,7.672522,732.03607,0.011903,3.278499,4.904165,10385.794373,0.091465,59.98477,0.422593,0.000234
ai_00028.png,1,7.605192,1310.45385,0.008687,2.768838,4.647261,9113.905799,0.111828,55.706704,0.310566,0.000101
ai_00029.png,1,7.632434,1704.34377,0.018385,3.077864,4.894934,20317.204397,0.107708,52.164537,0.437609,0.000399
ai_00030.png,1,7.687483,1579.880052,0.01875,3.068309,5.212241,17990.730855,0.108646,70.643946,0.42213,0.000397
ai_00031.png,1,7.867742,1011.934457,0.006757,2.537755,4.614641,3616.394736,0.075809,65.858442,0.430613,0.000135
ai_00032.png,1,7.737771,1314.825733,0.013336,3.135968,5.433057,14953.723611,0.120754,61.906125,0.389939,0.001054
ai_00033.png,1,7.870047,449.416492,0.006479,3.248919,4.559472,5973.279568,0.102463,58.906767,0.62015,0.000724
ai_00034.png,1,7.89495,2495.355678,0.031311,2.989108,5.770121,22029.406229,0.185154,60.108389,0.05744,5.9e-05
ai_00035.png,1,7.578302,2533.053843,0.011883,2.590011,4.905831,10468.610198,0.089546,71.808153,0.237644,2.1e-05
ai_00036.png,1,7.63485,507.586424,0.006528,3.57456,4.829147,9076.830924,0.080509,80.232115,0.261857,1.3e-05
ai_00037.png,1,7.64925,4227.721054,0.033763,2.551026,5.969994,19273.200821,0.224098,64.24473,0.408869,0.000589
ai_00038.png,1,7.404435,326.023587,0.007391,3.2452,4.858484,6184.949005,0.040516,65.139076,0.214917,0.000235
ai_00039.png,1,7.748766,2052.923026,0.020604,2.709016,5.97743,9042.269104,0.247795,49.629128,0.503116,0.000503
ai_00040.png,1,7.685664,3406.262961,0.045407,2.526753,5.881109,17038.963512,0.217178,56.994851,0.446496,0.004508
ai_00041.png,1,7.697292,1951.923854,0.015453,2.894107,4.941907,16713.833071,0.10107,72.447228,0.067941,0.000465
ai_00042.png,1,7.827278,1060.276189,0.015015,3.30958,5.290799,14162.285195,0.136192,60.811938,0.447225,0.000411
ai_00043.png,1,7.491349,4709.280711,0.034084,2.221562,5.724933,17162.307263,0.18499,57.276167,0.09055,0.009717
ai_00044.png,1,7.718069,709.183541,0.012429,3.386579,4.630602,11888.226916,0.103985,63.529146,0.561825,0.000497
ai_00045.png,1,7.898421,1138.633014,0.012827,3.089207,5.017104,14580.292018,0.096092,65.462906,0.395233,0.002513
ai_00046.png,1,7.875079,3313.519857,0.02491,2.494078,6.173196,11614.813455,0.239315,57.184743,0.403343,0.000666
ai_00047.png,1,7.078345,1369.431574,0.019799,3.573175,4.884486,30997.159229,0.083992,70.999633,0.094202,0.000106
ai_00048.png,1,7.548547,4052.151178,0.041271,2.490201,5.159213,22240.608526,0.124336,58.889033,0.488786,0.000117
ai_00049.png,1,7.720603,1460.911927,0.028062,3.411796,5.40944,22254.377898,0.143711,58.265717,0.364835,0.000159
ai_00050.png,1,7.79741,1679.365354,0.017155,3.073418,4.726925,21469.519887,0.089233,73.766042,0.102801,0.000613
ai_00051.png,1,7.756513,1198.324067,0.017728,2.975613,5.272426,13547.970095,0.101528,48.42377,0.036446,0.000313
ai_00052.png,1,7.634461,721.092472,0.0138,3.44584,3.709948,14127.967426,0.05991,75.218438,0.403736,0.00028
ai_00053.png,1,7.57346,3005.968741,0.035028,3.367428,5.379394,39646.523598,0.142021,67.481727,0.41038,0.000203
ai_00054.png,1,7.689351,1725.877751,0.030214,3.42624,5.480512,26363.855844,0.147137,71.904363,0.329366,7.9e-05
ai_00055.png,1,7.689203,460.761634,0.005768,3.158018,4.134031,5742.346777,0.063473,70.901105,0.541446,0.000131
ai_00056.png,1,7.666302,1666.573423,0.012461,2.542098,5.683156,6485.850783,0.159389,61.166968,0.42467,0.000454
ai_00057.png,1,7.051617,494.186962,0.005596,3.214536,4.028584,7418.666877,0.061584,58.945542,0.353489,4.5e-05
ai_00058.png,1,7.645343,183.182696,0.002586,3.035821,4.409153,1955.829527,0.01897,62.658959,0.462833,0.000325
ai_00059.png,1,7.24578,1454.501989,0.018456,3.242734,4.494335,21254.491614,0.073219,52.809018,0.341419,0.000896
ai_00060.png,1,7.530124,1529.295154,0.010863,2.779257,5.075495,10373.46407,0.121613,71.986973,0.257104,0.000578
ai_00061.png,1,7.514715,2868.377693,0.056498,2.572725,5.628457,16320.502182,0.189724,48.56811,0.64864,0.00231
ai_00062.png,1,7.642121,248.250437,0.0034,3.411726,4.245074,4805.871094,0.046619,69.817453,0.261165,0.000138
ai_00063.png,1,7.705285,5226.08418,0.054749,2.882977,6.056482,38754.577434,0.236889,60.157295,0.479085,0.000363
ai_00064.png,1,7.81704,1200.245733,0.015874,3.053211,5.412834,12614.15249,0.095955,62.116218,0.354506,2.1e-05
ai_00065.png,1,7.559889,2275.671594,0.026519,2.876399,5.199446,17440.54674,0.15646,72.712366,0.514118,0.000113
ai_00066.png,1,7.438616,3169.668053,0.062128,2.683005,5.93343,21077.488321,0.185738,47.758453,0.37794,0.000419
ai_00067.png,1,7.68099,427.226199,0.010093,3.851689,5.003876,12603.798453,0.092621,50.268038,0.40602,3.1e-05
ai_00068.png,1,7.540302,3264.16145,0.036279,2.811191,5.88109,22481.191287,0.192928,66.099339,0.33616,0.000171
ai_00069.png,1,7.569844,2203.919987,0.015324,2.564122,5.544161,10353.894998,0.161652,72.334082,0.194957,0.003925
ai_00070.png,1,7.475884,2983.796882,0.03389,2.68532,5.671179,20274.039836,0.167664,57.049334,0.041203,0.000528
ai_00071.png,1,7.565004,3812.064409,0.019073,2.387418,5.185292,15709.023298,0.180416,58.983544,0.358643,0.000249
ai_00072.png,1,7.240446,405.867734,0.01192,3.604868,4.502716,9508.059308,0.04768,50.33168,0.381699,6.9e-05
ai_00073.png,1,6.555876,4152.295876,0.043012,3.183222,5.518074,54319.254141,0.15332,80.719825,0.343844,0.000291
ai_00074.png,1,7.70899,2790.591567,0.04264,3.126487,6.110477,24116.349442,0.201702,59.362808,0.323603,0.000798
ai_00075.png,1,7.824386,1134.919804,0.012611,3.020687,4.03766,10243.875986,0.088894,69.87632,0.497834,0.000613
ai_00076.png,1,7.830485,2047.712842,0.035989,3.232259,5.969108,22248.155327,0.196472,59.421977,0.071735,0.000133
ai_00077.png,1,7.794881,2686.359154,0.042322,3.152686,5.957028,26789.838032,0.224316,62.305741,0.485363,0.000706
ai_00078.png,1,7.506504,2052.371623,0.031394,3.230748,6.227527,22952.061438,0.210804,50.27586,0.39125,0.001607
ai_00079.png,1,7.916602,1739.86835,0.022059,2.986514,5.214098,15096.176776,0.151367,66.765386,0.367448,0.000115
ai_00080.png,1,7.735633,456.165976,0.006492,3.354581,4.276667,7760.187165,0.053383,63.159763,0.323892,1e-05
ai_00081.png,1,7.769467,3265.299111,0.019403,2.221067,5.546616,10702.929798,0.181427,51.600164,0.426174,0.004529
ai_00082.png,1,7.374811,777.536219,0.010287,3.444374,3.952722,13845.683998,0.056347,82.28584,0.47722,5.9e-05
ai_00083.png,1,7.833837,606.477502,0.010705,3.541286,4.398862,14540.363136,0.062534,69.916069,0.524464,1.7e-05
ai_00084.png,1,7.736797,2310.802601,0.044871,3.603111,6.006288,35232.857754,0.182426,57.224641,0.499001,0.000137
ai_00085.png,1,7.860734,979.741032,0.013837,3.201842,5.525697,9507.16444,0.144848,61.87913,0.276305,2.2e-05
ai_00086.png,1,7.555914,441.97553,0.009342,3.285071,4.748481,5659.33026,0.079292,45.831037,0.482508,9e-06
ai_00087.png,1,7.693922,793.237354,0.010817,3.46581,4.668855,12792.888804,0.090954,66.958868,0.177256,6e-06
ai_00088.png,1,7.800888,577.791699,0.015535,3.799539,4.838674,16377.507064,0.084484,65.019898,0.423154,4.4e-05
ai_00089.png,1,7.651406,512.449675,0.007013,3.111375,4.126854,6991.885965,0.047356,70.036893,0.325137,0.000214
ai_00090.png,1,7.737998,1843.929903,0.024686,2.810984,4.685196,16933.31414,0.129795,57.844935,0.437273,0.000467
ai_00091.png,1,7.483438,159.182386,0.003418,3.367736,4.949839,3902.701497,0.03244,63.685816,0.117185,0.000159
ai_00092.png,1,7.679057,486.587722,0.011976,3.6449,5.336004,11023.784735,0.107021,55.97808,0.47059,9.9e-05
ai_00093.png,1,7.421609,571.328241,0.00593,3.107343,3.893737,7072.010736,0.046711,74.737661,0.083629,0.000946
ai_00094.png,1,7.603189,3400.460926,0.035795,2.826921,5.828566,25245.020216,0.176292,48.031921,0.413914,0.000846
ai_00095.png,1,7.523484,890.083704,0.013911,3.520476,4.846035,16814.474454,0.094856,72.560601,0.253737,2.6e-05
ai_00096.png,1,7.659042,5754.65757,0.024241,2.222048,5.380266,17767.949351,0.189289,76.802636,0.38575,0.000407
ai_00097.png,1,7.607369,407.078235,0.005887,3.422741,4.90136,6286.824286,0.057968,68.31304,0.347753,0.000138
ai_00098.png,1,7.399362,2279.09378,0.019972,2.856331,5.040252,20035.748018,0.115231,72.954556,0.047597,0.001609
ai_00099.png,1,7.692766,2750.373412,0.032117,2.675454,5.980428,16108.961048,0.194881,43.693336,0.254412,0.000129
ai_00100.png,1,7.694134,1081.892952,0.012916,2.988973,5.513153,10808.708298,0.120056,45.070201,0.366884,0.000358
ai_00101.png,1,7.475692,1253.316504,0.011512,2.753929,4.847872,7525.33835,0.1161,60.602997,0.40935,0.000153
ai_00102.png,1,7.843094,602.126105,0.010236,3.559874,4.823953,11551.311196,0.073704,69.295961,0.063483,1.9e-05
ai_00103.png,1,7.590466,2791.336086,0.030439,2.940055,5.656957,26293.634547,0.15889,72.982344,0.1345,0.001411
ai_00104.png,1,7.761418,2138.462553,0.013299,2.555848,4.980867,9410.120791,0.129253,63.357123,0.029771,3.4e-05
ai_00105.png,1,7.891834,1464.749781,0.016907,3.385938,5.684352,15747.431015,0.113346,58.837343,0.252192,7.8e-05
ai_00106.png,1,7.660678,4740.414774,0.028128,2.468723,5.294241,22863.52489,0.172947,68.695633,0.329408,0.001326
ai_00107.png,1,7.371235,2014.073478,0.039847,3.411174,5.238611,30880.455053,0.12289,75.021676,0.556598,0.000228
ai_00108.png,1,7.789958,3437.150653,0.01726,2.184026,5.52884,8919.195339,0.17458,52.561821,0.311372,0.000301
ai_00109.png,1,7.7671,2432.767219,0.017041,2.272877,5.6287,7861.463675,0.144779,57.863285,0.331071,0.001367
ai_00110.png,1,7.669891,1471.06117,0.014084,2.856577,5.617499,11904.853146,0.137489,57.462333,0.388218,9.4e-05
ai_00111.png,1,7.764344,2645.528222,0.025091,2.431991,5.079684,9577.72255,0.159363,59.069058,0.524332,0.00055
ai_00112.png,1,7.872637,825.463493,0.011474,3.510859,5.22636,14783.593479,0.124615,69.107427,0.261018,8.7e-05
ai_00113.png,1,7.344892,685.512009,0.008114,3.228179,4.153145,10993.248833,0.071964,63.780713,0.379074,0.0
ai_00114.png,1,7.723346,1176.883081,0.027285,3.440751,5.787226,16950.411395,0.162498,48.072472,0.338321,0.000107
ai_00115.png,1,7.722905,2066.830388,0.01568,2.808662,4.446531,18938.661763,0.110958,66.645795,0.048394,6e-05
ai_00116.png,1,7.676885,2239.984321,0.018829,2.697276,5.232378,12239.764942,0.175339,55.668335,0.344434,0.001116
ai_00117.png,1,7.755594,3126.950779,0.021165,2.458292,4.746789,10236.911475,0.118946,63.091147,0.494922,0.000833
ai_00118.png,1,7.726179,870.105722,0.007785,3.210253,5.208054,10188.215363,0.111073,64.847133,0.194702,3e-06
ai_00119.png,1,7.615157,113.634512,0.001976,3.558127,3.627177,3044.818788,0.017422,48.473155,0.461597,1.3e-05
ai_00120.png,1,7.650066,1704.114345,0.015212,2.717651,4.79904,12555.278527,0.103642,70.351008,0.419884,0.001053
ai_00121.png,1,7.720602,835.075083,0.022009,3.576916,5.20005,15591.078582,0.11908,58.101733,0.522345,0.000134
ai_00122.png,1,7.816148,482.737839,0.004807,3.226206,4.446482,6178.77597,0.073376,68.422857,0.348085,9.6e-05
ai_00123.png,1,7.690188,2556.479757,0.027072,3.090772,5.416822,27180.669129,0.137291,76.241309,0.2768,0.000427
ai_00124.png,1,7.702552,1153.111923,0.007222,2.769268,4.247501,9272.488566,0.080135,54.287302,0.371657,0.000175
ai_00125.png,1,7.793244,5992.555321,0.03566,2.259499,6.374692,15940.399089,0.281597,52.417988,0.406127,0.001416
ai_00126.png,1,7.742794,2357.280799,0.029057,2.832359,4.938368,17660.2212,0.152073,65.335453,0.292148,0.000953
ai_00127.png,1,7.792144,1400.574855,0.016653,3.343157,4.798435,20136.951304,0.113628,75.387706,0.25903,8.1e-05
ai_00128.png,1,7.738124,328.433524,0.008047,3.557361,4.295502,7039.589959,0.060055,59.105066,0.43398,0.000154
ai_00129.png,1,7.760272,1472.684925,0.016601,2.90215,5.409317,10083.724659,0.169304,63.392309,0.395895,8.2e-05
ai_00130.png,1,7.631183,2115.444317,0.034879,3.312484,5.873317,22472.129268,0.209251,59.885118,0.048823,0.000213
ai_00131.png,1,7.794366,2146.778928,0.032639,3.079406,5.511687,21552.054964,0.153183,56.93962,0.465062,0.000323
ai_00132.png,1,7.755619,2660.490204,0.017721,2.408599,6.109487,8597.707373,0.186314,50.566483,0.195548,0.000168
ai_00133.png,1,7.506561,2038.598741,0.024397,3.085783,5.478363,21605.981142,0.144508,63.250191,0.203687,0.000352
ai_00134.png,1,7.889042,365.179787,0.007929,3.671678,5.684584,7622.011529,0.124935,51.913566,0.434445,0.000281
ai_00135.png,1,7.670951,1477.860635,0.018988,3.478691,4.947358,24956.497819,0.116875,73.65387,0.417408,0.00075
ai_00136.png,1,7.480141,395.917827,0.010017,3.777829,5.149859,14015.276371,0.087204,72.190244,0.047161,6.3e-05
ai_00137.png,1,7.886723,1686.596792,0.017026,3.135523,5.55522,16701.172604,0.170727,58.911603,0.250449,0.000637
ai_00138.png,1,7.447377,919.397134,0.015744,3.596473,4.901612,22125.662311,0.077377,73.712053,0.281561,0.000175
ai_00139.png,1,7.618734,852.706988,0.013407,3.131336,5.115196,8869.987832,0.112278,66.587997,0.367511,0.001609
ai_00140.png,1,7.643241,760.85315,0.013368,3.506293,5.42128,15701.378741,0.128754,60.1714,0.372795,6e-05
ai_00141.png,1,7.677387,2386.322455,0.026538,2.927137,5.543191,17396.441685,0.166092,66.750147,0.513311,8.6e-05
ai_00142.png,1,7.823317,1002.302976,0.01074,2.964591,5.442753,7658.252994,0.124443,52.442787,0.420305,0.000348
ai_00143.png,1,7.41583,422.164887,0.004224,3.538196,3.993137,8568.882537,0.061741,59.386099,0.183476,5.5e-05
ai_00144.png,1,7.42495,2224.097679,0.017831,2.619928,5.626061,13161.044746,0.11504,67.290445,0.26055,0.000165
ai_00145.png,1,7.650461,732.371159,0.011543,3.312697,5.835087,13093.993103,0.097126,60.547812,0.030858,4.4e-05
ai_00146.png,1,6.976406,223.235877,0.005767,3.737251,5.000004,11630.862714,0.049309,74.008636,0.049163,1.8e-05
ai_00147.png,1,7.604965,1369.838019,0.022531,3.184426,5.142671,17364.325294,0.097736,60.287392,0.406779,0.000405
ai_00148.png,1,7.528835,5895.975153,0.060109,2.413116,6.17902,22002.553552,0.260662,52.795823,0.463854,0.000769
ai_00149.png,1,7.860713,899.152209,0.014965,3.483002,5.241874,18375.075672,0.109577,64.889122,0.035885,0.000417
